flight_id,airline_code,airline_name,alliance,flight_numbers,origin,origin_city,destination,destination_city,departure_utc,arrival_utc,duration_minutes,stops,layover_airports,layover_minutes,cabin_class,price,currency,seats_available,aircraft_type,on_time_performance,baggage_included,refundable,demand_level,season,is_holiday_season,duration_hours,is_direct,price_per_hour,departure_hour_utc,is_redeye,layover_hours,inconvenience_score,price_norm,duration_minutes_norm,inconvenience_score_norm
F000171,TG,Thai Airways,star,TG3333;TG5357;TG7281,DPS,Bali,BCN,Barcelona,2026-04-04 09:40:00+00:00,2026-04-06 07:14:00+00:00,2734,2,DOH;SFO,334,Economy,758.93,USD,6,A321neo,79,False,False,medium,shoulder,False,45.57,False,16.65,9,False,5.57,7.835,0.0404,0.6771,0.8179
F000172,JL,Japan Airlines,oneworld,JL9254;JL6845,DPS,Bali,BCN,Barcelona,2026-04-04 10:10:00+00:00,2026-04-05 18:21:00+00:00,1931,1,SFO,126,Premium Economy,2099.11,USD,9,A321neo,89,True,False,medium,shoulder,False,32.18,False,65.23,10,False,2.1,3.6,0.1157,0.4736,0.3642
F000173,KL,KLM,skyteam,KL2818,PVG,Shanghai,FCO,Rome,2026-06-27 20:20:00+00:00,2026-06-28 08:27:00+00:00,727,0,,0,Economy,1177.32,USD,7,A330-300,84,False,False,high,summer_peak,False,12.12,True,97.14,20,False,0.0,0.8,0.0639,0.1685,0.0643
F000174,TK,Turkish Airlines,star,TK6563,PVG,Shanghai,FCO,Rome,2026-06-27 20:20:00+00:00,2026-06-28 08:27:00+00:00,727,0,,0,Premium Economy,2185.98,USD,7,B737-800,86,True,False,high,summer_peak,False,12.12,True,180.36,20,False,0.0,0.7,0.1206,0.1685,0.0536
F000175,TK,Turkish Airlines,star,TK3143,PVG,Shanghai,FCO,Rome,2026-06-27 19:50:00+00:00,2026-06-28 07:57:00+00:00,727,0,,0,Business,4843.55,USD,7,A330-300,85,True,True,high,summer_peak,False,12.12,True,399.63,19,False,0.0,0.75,0.27,0.1685,0.0589
F000176,AF,Air France,skyteam,AF4830,PVG,Shanghai,FCO,Rome,2026-06-27 18:20:00+00:00,2026-06-28 06:27:00+00:00,727,0,,0,Economy,1375.39,USD,3,A350-900,86,True,True,high,summer_peak,False,12.12,True,113.48,18,False,0.0,0.7,0.0751,0.1685,0.0536
F000177,AI,Air India,star,AI8301;AI2147,PVG,Shanghai,FCO,Rome,2026-06-27 19:50:00+00:00,2026-06-29 02:42:00+00:00,1852,1,LAX,226,Economy,941.04,USD,4,A320neo,77,False,False,high,summer_peak,False,30.87,False,30.48,19,False,3.77,5.035,0.0507,0.4536,0.5179
F000178,UA,United Airlines,star,UA5993;UA482;UA8574,PVG,Shanghai,FCO,Rome,2026-06-27 20:20:00+00:00,2026-06-29 01:26:00+00:00,1746,2,AMS;DXB,246,Business,2556.87,USD,2,A321neo,69,True,True,high,summer_peak,False,29.1,False,87.86,20,False,4.1,7.6,0.1415,0.4268,0.7927
F000179,AI,Air India,star,AI9413,HKG,Hong Kong,SFO,San Francisco,2025-01-04 12:40:00+00:00,2025-01-05 03:14:00+00:00,874,0,,0,Economy,1044.74,USD,5,A350-900,92,False,False,low,winter_low,False,14.57,True,71.7,12,False,0.0,0.4,0.0565,0.2058,0.0214
F000180,QR,Qatar Airways,oneworld,QR599,HKG,Hong Kong,SFO,San Francisco,2025-01-04 12:40:00+00:00,2025-01-05 03:14:00+00:00,874,0,,0,Economy,1264.43,USD,5,A330-300,96,True,False,low,winter_low,False,14.57,True,86.78,12,False,0.0,0.2,0.0688,0.2058,0.0
F000181,DL,Delta,skyteam,DL1269;DL7929;DL9530,HKG,Hong Kong,SFO,San Francisco,2025-01-04 13:10:00+00:00,2025-01-06 14:05:00+00:00,2935,2,FRA;SIN,341,Economy,629.17,USD,5,B777-300ER,76,True,False,low,winter_low,False,48.92,False,12.86,13,False,5.68,8.04,0.0331,0.7281,0.8399
F000182,KL,KLM,skyteam,KL3323;KL4451,HKG,Hong Kong,SFO,San Francisco,2025-01-04 13:40:00+00:00,2025-01-05 17:18:00+00:00,1658,1,CDG,187,Economy,681.26,USD,5,B767-300,81,False,False,low,winter_low,False,27.63,False,24.66,13,False,3.12,4.51,0.0361,0.4045,0.4617
F000183,AI,Air India,star,AI6061,MAA,Chennai,LHR,London,2025-01-17 04:45:00+00:00,2025-01-17 15:42:00+00:00,657,0,,0,Economy,637.24,USD,7,B787-9,86,False,False,low,winter_low,False,10.95,True,58.2,4,True,0.0,0.7,0.0336,0.1508,0.0536
F000184,AF,Air France,skyteam,AF1883,MAA,Chennai,LHR,London,2025-01-17 06:15:00+00:00,2025-01-17 17:12:00+00:00,657,0,,0,Premium Economy,1383.59,USD,8,E190,86,True,False,low,winter_low,False,10.95,True,126.36,6,False,0.0,0.7,0.0755,0.1508,0.0536
F000185,AI,Air India,star,AI447,MAA,Chennai,LHR,London,2025-01-17 05:15:00+00:00,2025-01-17 16:12:00+00:00,657,0,,0,Business,2260.07,USD,5,A380-800,88,True,True,low,winter_low,False,10.95,True,206.4,5,True,0.0,0.6,0.1248,0.1508,0.0428
F000186,TK,Turkish Airlines,star,TK6393,MAA,Chennai,LHR,London,2025-01-17 06:15:00+00:00,2025-01-17 17:12:00+00:00,657,0,,0,Economy,874.96,USD,5,B777-300ER,90,True,True,low,winter_low,False,10.95,True,79.91,6,False,0.0,0.5,0.0469,0.1508,0.0321
F000187,LH,Lufthansa,star,LH7665;LH8038,MAA,Chennai,LHR,London,2025-01-17 04:15:00+00:00,2025-01-18 01:07:00+00:00,1252,1,SIN,137,First,3184.09,USD,9,A350-900,86,True,True,low,winter_low,False,20.87,False,152.57,4,True,2.28,3.84,0.1767,0.3016,0.3899
F000188,CX,Cathay Pacific,oneworld,CX7811;CX2868,MAA,Chennai,LHR,London,2025-01-17 04:15:00+00:00,2025-01-17 17:19:00+00:00,784,1,DXB,72,Economy,660.86,USD,7,A350-900,82,False,False,low,winter_low,False,13.07,False,50.56,4,True,1.2,3.5,0.0349,0.183,0.3535
F000189,TK,Turkish Airlines,star,TK4075;TK1636,MAA,Chennai,LHR,London,2025-01-17 05:15:00+00:00,2025-01-18 03:54:00+00:00,1359,1,ICN,217,Economy,613.87,USD,5,A320neo,78,True,True,low,winter_low,False,22.65,False,27.1,5,True,3.62,4.91,0.0323,0.3287,0.5046
F000190,DL,Delta,skyteam,DL8768;DL2767,MAA,Chennai,LHR,London,2025-01-17 04:15:00+00:00,2025-01-18 09:16:00+00:00,1741,1,JFK,236,Premium Economy,966.83,USD,8,B767-300,80,True,False,low,winter_low,False,29.02,False,33.32,4,True,3.93,4.965,0.0521,0.4255,0.5104
F000191,SQ,Singapore Airlines,star,SQ1571;SQ6122;SQ4589,AKL,Auckland,BCN,Barcelona,2025-01-03 07:00:00+00:00,2025-01-05 02:48:00+00:00,2628,2,DOH;HKG,193,Premium Economy,4800.09,USD,3,A380-800,69,True,False,peak,year_end_holidays,True,43.8,False,109.59,7,False,3.22,7.16,0.2675,0.6503,0.7456
F000192,AI,Air India,star,AI1407;AI453;AI1065,AKL,Auckland,BCN,Barcelona,2025-01-03 05:00:00+00:00,2025-01-05 12:51:00+00:00,3351,2,CDG;NRT,330,Economy,2088.98,USD,1,A330-300,67,False,False,peak,year_end_holidays,True,55.85,False,37.4,5,True,5.5,8.4,0.1152,0.8335,0.8784
F000193,AA,American Airlines,oneworld,AA7854;AA5440,AKL,Auckland,BCN,Barcelona,2025-01-03 05:00:00+00:00,2025-01-04 09:06:00+00:00,1686,1,JFK,79,Economy,2270.94,USD,3,A350-900,72,True,False,peak,year_end_holidays,True,28.1,False,80.82,5,True,1.32,4.06,0.1254,0.4116,0.4135
F000194,QF,Qantas,oneworld,QF1152;QF8902;QF2096,AKL,Auckland,BCN,Barcelona,2025-01-03 05:30:00+00:00,2025-01-04 19:55:00+00:00,2305,2,ICN;SIN,298,Economy,2429.06,USD,4,A330-300,73,True,True,peak,year_end_holidays,True,38.42,False,63.22,5,True,4.97,7.835,0.1343,0.5684,0.8179
F000195,EK,Emirates,none,EK1603,HKG,Hong Kong,DEL,Delhi,2026-02-22 21:40:00+00:00,2026-02-23 03:00:00+00:00,320,0,,0,Economy,409.97,USD,9,A350-900,88,False,False,low,winter_low,False,5.33,True,76.92,21,False,0.0,0.6,0.0208,0.0654,0.0428
F000196,AF,Air France,skyteam,AF1237,HKG,Hong Kong,DEL,Delhi,2026-02-22 23:10:00+00:00,2026-02-23 04:30:00+00:00,320,0,,0,Economy,394.05,USD,8,A321neo,86,False,False,low,winter_low,False,5.33,True,73.93,23,False,0.0,0.7,0.0199,0.0654,0.0536
F000197,CX,Cathay Pacific,oneworld,CX7473;CX3014;CX1739,HKG,Hong Kong,DEL,Delhi,2026-02-22 21:40:00+00:00,2026-02-24 14:00:00+00:00,2420,2,JFK;FRA,405,First,1519.33,USD,6,A380-800,80,True,True,low,winter_low,False,40.33,False,37.67,21,False,6.75,8.375,0.0832,0.5976,0.8757
F000198,DL,Delta,skyteam,DL5597;DL4649,HKG,Hong Kong,DEL,Delhi,2026-02-22 22:40:00+00:00,2026-02-23 17:04:00+00:00,1104,1,IST,82,Economy,306.45,USD,8,A320neo,83,False,True,low,winter_low,False,18.4,False,16.65,22,False,1.37,3.535,0.015,0.2641,0.3573
F000199,KL,KLM,skyteam,KL9432;KL9662,HKG,Hong Kong,DEL,Delhi,2026-02-22 21:40:00+00:00,2026-02-23 20:38:00+00:00,1378,1,FRA,153,Premium Economy,475.6,USD,5,A320neo,79,True,True,low,winter_low,False,22.97,False,20.71,21,False,2.55,4.325,0.0245,0.3335,0.4419
F000200,AF,Air France,skyteam,AF6085,JFK,New York,MAA,Chennai,2025-05-14 21:25:00+00:00,2025-05-15 14:55:00+00:00,1050,0,,0,Economy,1493.23,USD,4,B787-9,90,True,True,medium,shoulder,False,17.5,True,85.33,21,False,0.0,0.5,0.0817,0.2504,0.0321
