flight_id,airline_code,airline_name,alliance,flight_numbers,origin,origin_city,destination,destination_city,departure_utc,arrival_utc,duration_minutes,stops,layover_airports,layover_minutes,cabin_class,price,currency,seats_available,aircraft_type,on_time_performance,baggage_included,refundable,demand_level,season,is_holiday_season,duration_hours,is_direct,price_per_hour,departure_hour_utc,is_redeye,layover_hours,reliability_penalty,flight_date,route_price_mean,route_price_std,route_price_median,price_norm,duration_minutes_norm,stops_norm,layover_hours_norm,reliability_penalty_norm
F031218,AA,American Airlines,oneworld,AA245;AA4931,LAX,Los Angeles,KUL,Kuala Lumpur,2025-07-28 17:40:00+00:00,2025-07-29 20:39:00+00:00,1619,1,IST,85,Economy,1406.16,USD,2,B767-300,77,False,False,high,summer_peak,False,26.98,False,52.12,17,False,1.42,23,2025-07-28 00:00:00+00:00,2618.3,2266.26,1712.9,0.0768,0.3946,0.5,0.1786,0.5938
F031219,SQ,Singapore Airlines,star,SQ9239;SQ2412,LAX,Los Angeles,KUL,Kuala Lumpur,2025-07-28 16:10:00+00:00,2025-07-29 21:09:00+00:00,1739,1,AMS,221,Economy,1712.9,USD,3,A330-300,86,True,False,high,summer_peak,False,28.98,False,59.11,16,False,3.68,14,2025-07-28 00:00:00+00:00,2618.3,2266.26,1712.9,0.094,0.425,0.5,0.4629,0.3125
F031220,KE,Korean Air,skyteam,KE3369,PEK,Beijing,DXB,Dubai,2025-01-15 10:45:00+00:00,2025-01-15 18:43:00+00:00,478,0,,0,Economy,581.83,USD,5,A350-900,86,False,False,low,winter_low,False,7.97,True,73.0,10,False,0.0,14,2025-01-15 00:00:00+00:00,1035.05,789.52,760.43,0.0305,0.1054,0.0,0.0,0.3125
F031221,SQ,Singapore Airlines,star,SQ1976,PEK,Beijing,DXB,Dubai,2025-01-15 10:45:00+00:00,2025-01-15 18:43:00+00:00,478,0,,0,Economy,641.28,USD,6,A321neo,89,False,False,low,winter_low,False,7.97,True,80.46,10,False,0.0,11,2025-01-15 00:00:00+00:00,1035.05,789.52,760.43,0.0338,0.1054,0.0,0.0,0.2188
F031222,AA,American Airlines,oneworld,AA2881;AA194,PEK,Beijing,DXB,Dubai,2025-01-15 10:15:00+00:00,2025-01-16 19:52:00+00:00,2017,1,LAX,180,Business,1564.93,USD,7,A380-800,82,True,True,low,winter_low,False,33.62,False,46.55,10,False,3.0,18,2025-01-15 00:00:00+00:00,1035.05,789.52,760.43,0.0857,0.4954,0.5,0.3774,0.4375
F031223,CX,Cathay Pacific,oneworld,CX1903;CX7489;CX4301,PEK,Beijing,DXB,Dubai,2025-01-15 11:45:00+00:00,2025-01-17 01:55:00+00:00,2290,2,LAX;ICN,192,Economy,379.82,USD,5,B737-800,83,False,True,low,winter_low,False,38.17,False,9.95,11,False,3.2,17,2025-01-15 00:00:00+00:00,1035.05,789.52,760.43,0.0191,0.5646,1.0,0.4025,0.4062
F031224,TK,Turkish Airlines,star,TK8328;TK5144;TK5948,PEK,Beijing,DXB,Dubai,2025-01-15 11:45:00+00:00,2025-01-16 10:33:00+00:00,1368,2,LHR;AMS,223,Economy,372.98,USD,4,B787-9,74,False,False,low,winter_low,False,22.8,False,16.36,11,False,3.72,26,2025-01-15 00:00:00+00:00,1035.05,789.52,760.43,0.0187,0.331,1.0,0.4679,0.6875
F031225,BA,British Airways,oneworld,BA5288,SIN,Singapore,KUL,Kuala Lumpur,2026-02-19 15:40:00+00:00,2026-02-19 16:42:00+00:00,62,0,,0,Economy,64.73,USD,7,A380-800,85,False,True,low,winter_low,False,1.03,True,62.84,15,False,0.0,15,2026-02-19 00:00:00+00:00,88.31,39.08,78.77,0.0014,0.0,0.0,0.0,0.3438
F031226,BA,British Airways,oneworld,BA7714,SIN,Singapore,KUL,Kuala Lumpur,2026-02-19 17:10:00+00:00,2026-02-19 18:12:00+00:00,62,0,,0,Premium Economy,106.78,USD,7,A320neo,92,True,False,low,winter_low,False,1.03,True,103.67,17,False,0.0,8,2026-02-19 00:00:00+00:00,88.31,39.08,78.77,0.0038,0.0,0.0,0.0,0.125
F031227,KE,Korean Air,skyteam,KE1269,SIN,Singapore,KUL,Kuala Lumpur,2026-02-19 16:40:00+00:00,2026-02-19 17:42:00+00:00,62,0,,0,Economy,67.19,USD,4,A321neo,86,True,False,low,winter_low,False,1.03,True,65.23,16,False,0.0,14,2026-02-19 00:00:00+00:00,88.31,39.08,78.77,0.0015,0.0,0.0,0.0,0.3125
F031228,TK,Turkish Airlines,star,TK1253;TK8495,SIN,Singapore,KUL,Kuala Lumpur,2026-02-19 17:10:00+00:00,2026-02-20 23:04:00+00:00,1794,1,CDG,127,Business,99.68,USD,6,B767-300,83,True,True,low,winter_low,False,29.9,False,3.33,17,False,2.12,17,2026-02-19 00:00:00+00:00,88.31,39.08,78.77,0.0034,0.4389,0.5,0.2667,0.4062
F031229,LH,Lufthansa,star,LH5203;LH8571;LH2552,SIN,Singapore,KUL,Kuala Lumpur,2026-02-19 15:40:00+00:00,2026-02-20 12:38:00+00:00,1258,2,ICN;NRT,293,Economy,44.33,USD,8,A320neo,79,False,True,low,winter_low,False,20.97,False,2.11,15,False,4.88,21,2026-02-19 00:00:00+00:00,88.31,39.08,78.77,0.0003,0.3031,1.0,0.6138,0.5312
F031230,TG,Thai Airways,star,TG6255;TG7023,SIN,Singapore,KUL,Kuala Lumpur,2026-02-19 16:40:00+00:00,2026-02-21 05:32:00+00:00,2212,1,SFO,92,First,163.97,USD,7,A330-300,81,True,True,low,winter_low,False,36.87,False,4.45,16,False,1.53,19,2026-02-19 00:00:00+00:00,88.31,39.08,78.77,0.007,0.5449,0.5,0.1925,0.4688
F031231,AF,Air France,skyteam,AF8907;AF2107,SIN,Singapore,KUL,Kuala Lumpur,2026-02-19 17:40:00+00:00,2026-02-21 00:56:00+00:00,1876,1,CDG,209,Economy,58.55,USD,4,B787-9,80,True,True,low,winter_low,False,31.27,False,1.87,17,False,3.48,20,2026-02-19 00:00:00+00:00,88.31,39.08,78.77,0.0011,0.4597,0.5,0.4377,0.5
F031232,BA,British Airways,oneworld,BA6190;BA2988,PVG,Shanghai,BCN,Barcelona,2026-01-14 07:15:00+00:00,2026-01-15 02:15:00+00:00,1140,1,DOH,187,Economy,676.34,USD,6,A350-900,84,False,True,low,winter_low,False,19.0,False,35.6,7,False,3.12,16,2026-01-14 00:00:00+00:00,1214.1,941.69,812.98,0.0358,0.2732,0.5,0.3925,0.375
F031233,QR,Qatar Airways,oneworld,QR8279;QR7765;QR4120,PVG,Shanghai,BCN,Barcelona,2026-01-14 07:15:00+00:00,2026-01-15 07:35:00+00:00,1460,2,ICN;HKG,370,Economy,660.08,USD,8,A380-800,77,False,False,low,winter_low,False,24.33,False,27.13,7,False,6.17,23,2026-01-14 00:00:00+00:00,1214.1,941.69,812.98,0.0349,0.3543,1.0,0.7761,0.5938
F031234,QR,Qatar Airways,oneworld,QR8218;QR3689,PVG,Shanghai,BCN,Barcelona,2026-01-14 06:45:00+00:00,2026-01-15 08:34:00+00:00,1549,1,JFK,118,Economy,698.72,USD,6,B767-300,83,True,False,low,winter_low,False,25.82,False,27.06,6,False,1.97,17,2026-01-14 00:00:00+00:00,1214.1,941.69,812.98,0.037,0.3768,0.5,0.2478,0.4062
F031235,KE,Korean Air,skyteam,KE1203;KE2212,CPT,Cape Town,SVO,Moscow,2025-08-07 13:35:00+00:00,2025-08-08 20:27:00+00:00,1852,1,NRT,101,Economy,739.99,USD,4,B787-9,83,True,False,low,winter_low,False,30.87,False,23.97,13,False,1.68,17,2025-08-07 00:00:00+00:00,1422.74,1229.9,968.79,0.0394,0.4536,0.5,0.2113,0.4062
F031236,BA,British Airways,oneworld,BA7380;BA8294,CPT,Cape Town,SVO,Moscow,2025-08-07 12:05:00+00:00,2025-08-08 06:55:00+00:00,1130,1,FRA,195,Economy,690.11,USD,8,A380-800,83,False,False,low,winter_low,False,18.83,False,36.65,12,False,3.25,17,2025-08-07 00:00:00+00:00,1422.74,1229.9,968.79,0.0366,0.2707,0.5,0.4088,0.4062
F031237,JL,Japan Airlines,oneworld,JL3796;JL3026,CPT,Cape Town,SVO,Moscow,2025-08-07 14:05:00+00:00,2025-08-08 18:41:00+00:00,1716,1,HKG,214,Premium Economy,1489.23,USD,7,B777-300ER,86,True,False,low,winter_low,False,28.6,False,52.07,14,False,3.57,14,2025-08-07 00:00:00+00:00,1422.74,1229.9,968.79,0.0815,0.4192,0.5,0.4491,0.3125
F031238,AF,Air France,skyteam,AF3913;AF3639;AF5822,CPT,Cape Town,SVO,Moscow,2025-08-07 11:35:00+00:00,2025-08-08 11:55:00+00:00,1460,2,DXB;CDG,191,Economy,590.6,USD,7,A320neo,75,True,True,low,winter_low,False,24.33,False,24.27,11,False,3.18,25,2025-08-07 00:00:00+00:00,1422.74,1229.9,968.79,0.031,0.3543,1.0,0.4,0.6562
F031239,AA,American Airlines,oneworld,AA8766;AA5692;AA331,MEL,Melbourne,MAA,Chennai,2025-09-16 06:00:00+00:00,2025-09-18 04:09:00+00:00,2769,2,FRA;ICN,388,Premium Economy,1003.16,USD,6,B737-800,80,True,False,medium,shoulder,False,46.15,False,21.74,6,False,6.47,20,2025-09-16 00:00:00+00:00,1410.9,870.69,928.34,0.0542,0.686,1.0,0.8138,0.5
F031240,KE,Korean Air,skyteam,KE2544;KE3789;KE7425,MEL,Melbourne,MAA,Chennai,2025-09-16 07:00:00+00:00,2025-09-17 09:02:00+00:00,1562,2,NRT;ICN,337,Premium Economy,938.28,USD,9,A330-300,75,True,False,medium,shoulder,False,26.03,False,36.05,7,False,5.62,25,2025-09-16 00:00:00+00:00,1410.9,870.69,928.34,0.0505,0.3801,1.0,0.7069,0.6562
F031241,AA,American Airlines,oneworld,AA9982,DXB,Dubai,PVG,Shanghai,2025-07-27 03:40:00+00:00,2025-07-27 12:23:00+00:00,523,0,,0,Economy,940.76,USD,2,A321neo,80,False,False,high,summer_peak,False,8.72,True,107.89,3,True,0.0,20,2025-07-27 00:00:00+00:00,953.88,724.96,709.69,0.0506,0.1168,0.0,0.0,0.5
F031242,TG,Thai Airways,star,TG6191,DXB,Dubai,PVG,Shanghai,2025-07-27 04:10:00+00:00,2025-07-27 12:53:00+00:00,523,0,,0,Economy,888.99,USD,5,A350-900,81,False,False,high,summer_peak,False,8.72,True,101.95,4,True,0.0,19,2025-07-27 00:00:00+00:00,953.88,724.96,709.69,0.0477,0.1168,0.0,0.0,0.4688
F031243,LH,Lufthansa,star,LH973;LH2861,DXB,Dubai,PVG,Shanghai,2025-07-27 03:40:00+00:00,2025-07-27 22:35:00+00:00,1135,1,IST,227,Business,2352.67,USD,7,A330-300,75,True,True,high,summer_peak,False,18.92,False,124.35,3,True,3.78,25,2025-07-27 00:00:00+00:00,953.88,724.96,709.69,0.13,0.2719,0.5,0.4755,0.6562
F031244,EK,Emirates,none,EK2854;EK1180,DXB,Dubai,PVG,Shanghai,2025-07-27 05:10:00+00:00,2025-07-27 21:22:00+00:00,972,1,IST,64,Economy,778.29,USD,4,A320neo,86,False,False,high,summer_peak,False,16.2,False,48.04,5,True,1.07,14,2025-07-27 00:00:00+00:00,953.88,724.96,709.69,0.0415,0.2306,0.5,0.1346,0.3125
F031245,KE,Korean Air,skyteam,KE6230;KE5421,DXB,Dubai,PVG,Shanghai,2025-07-27 03:10:00+00:00,2025-07-28 00:45:00+00:00,1295,1,AMS,160,Economy,709.69,USD,2,B767-300,81,False,False,high,summer_peak,False,21.58,False,32.89,3,True,2.67,19,2025-07-27 00:00:00+00:00,953.88,724.96,709.69,0.0377,0.3125,0.5,0.3358,0.4688
F031246,JL,Japan Airlines,oneworld,JL1784;JL983,DXB,Dubai,PVG,Shanghai,2025-07-27 03:40:00+00:00,2025-07-28 00:05:00+00:00,1225,1,FRA,118,Premium Economy,1488.35,USD,5,E190,81,True,False,high,summer_peak,False,20.42,False,72.89,3,True,1.97,19,2025-07-27 00:00:00+00:00,953.88,724.96,709.69,0.0814,0.2947,0.5,0.2478,0.4688
F031247,SQ,Singapore Airlines,star,SQ6746,BOM,Mumbai,DXB,Dubai,2026-04-29 16:20:00+00:00,2026-04-29 19:24:00+00:00,184,0,,0,Premium Economy,458.13,USD,5,B737-800,94,True,False,medium,shoulder,False,3.07,True,149.23,16,False,0.0,6,2026-04-29 00:00:00+00:00,357.58,281.88,249.77,0.0235,0.0309,0.0,0.0,0.0625
F031248,UA,United Airlines,star,UA2734,BOM,Mumbai,DXB,Dubai,2026-04-29 17:20:00+00:00,2026-04-29 20:24:00+00:00,184,0,,0,Business,771.21,USD,9,A321neo,87,True,True,medium,shoulder,False,3.07,True,251.21,17,False,0.0,13,2026-04-29 00:00:00+00:00,357.58,281.88,249.77,0.0411,0.0309,0.0,0.0,0.2812
F031249,QR,Qatar Airways,oneworld,QR8188,BOM,Mumbai,DXB,Dubai,2026-04-29 16:20:00+00:00,2026-04-29 19:24:00+00:00,184,0,,0,Economy,258.86,USD,8,E190,90,True,False,medium,shoulder,False,3.07,True,84.32,16,False,0.0,10,2026-04-29 00:00:00+00:00,357.58,281.88,249.77,0.0123,0.0309,0.0,0.0,0.1875
F031250,UA,United Airlines,star,UA5342;UA2828,BOM,Mumbai,DXB,Dubai,2026-04-29 17:20:00+00:00,2026-04-30 09:04:00+00:00,944,1,HKG,101,Economy,182.96,USD,6,B737-800,82,False,False,medium,shoulder,False,15.73,False,11.63,17,False,1.68,18,2026-04-29 00:00:00+00:00,357.58,281.88,249.77,0.0081,0.2235,0.5,0.2113,0.4375
F031251,AF,Air France,skyteam,AF7273;AF550;AF7455,BOM,Mumbai,DXB,Dubai,2026-04-29 16:20:00+00:00,2026-04-30 13:41:00+00:00,1281,2,LHR;AMS,207,Business,419.16,USD,3,B767-300,75,True,True,medium,shoulder,False,21.35,False,19.63,16,False,3.45,25,2026-04-29 00:00:00+00:00,357.58,281.88,249.77,0.0213,0.3089,1.0,0.434,0.6562
F031252,AI,Air India,star,AI8477,AMS,Amsterdam,CDG,Paris,2025-03-15 22:30:00+00:00,2025-03-15 23:39:00+00:00,69,0,,0,Economy,73.49,USD,9,B767-300,84,False,False,medium,shoulder,False,1.15,True,63.9,22,False,0.0,16,2025-03-15 00:00:00+00:00,108.18,52.96,92.59,0.0019,0.0018,0.0,0.0,0.375
F031253,CX,Cathay Pacific,oneworld,CX4480,AMS,Amsterdam,CDG,Paris,2025-03-15 22:00:00+00:00,2025-03-15 23:09:00+00:00,69,0,,0,First,339.66,USD,6,B767-300,96,True,True,medium,shoulder,False,1.15,True,295.36,22,False,0.0,4,2025-03-15 00:00:00+00:00,108.18,52.96,92.59,0.0169,0.0018,0.0,0.0,0.0
F031254,EK,Emirates,none,EK4159,AMS,Amsterdam,CDG,Paris,2025-03-15 21:00:00+00:00,2025-03-15 22:09:00+00:00,69,0,,0,Economy,100.58,USD,6,A330-300,92,True,True,medium,shoulder,False,1.15,True,87.46,21,False,0.0,8,2025-03-15 00:00:00+00:00,108.18,52.96,92.59,0.0034,0.0018,0.0,0.0,0.125
F031255,KL,KLM,skyteam,KL2565;KL1820;KL5608,AMS,Amsterdam,CDG,Paris,2025-03-15 20:30:00+00:00,2025-03-17 02:18:00+00:00,1788,2,LAX;LHR,314,Economy,51.09,USD,4,A330-300,77,False,False,medium,shoulder,False,29.8,False,1.71,20,False,5.23,23,2025-03-15 00:00:00+00:00,108.18,52.96,92.59,0.0006,0.4374,1.0,0.6579,0.5938
F031256,NH,ANA,star,NH193;NH3378,AMS,Amsterdam,CDG,Paris,2025-03-15 20:00:00+00:00,2025-03-17 00:16:00+00:00,1696,1,HKG,202,Economy,72.98,USD,5,A321neo,85,False,False,medium,shoulder,False,28.27,False,2.58,20,False,3.37,15,2025-03-15 00:00:00+00:00,108.18,52.96,92.59,0.0019,0.4141,0.5,0.4239,0.3438
F031257,LH,Lufthansa,star,LH4133;LH7503;LH3447,AMS,Amsterdam,CDG,Paris,2025-03-15 21:00:00+00:00,2025-03-17 01:21:00+00:00,1701,2,SFO;LHR,251,Business,109.83,USD,8,B787-9,78,True,True,medium,shoulder,False,28.35,False,3.87,21,False,4.18,22,2025-03-15 00:00:00+00:00,108.18,52.96,92.59,0.0039,0.4154,1.0,0.5258,0.5625
F031258,AA,American Airlines,oneworld,AA2959;AA9597,AMS,Amsterdam,CDG,Paris,2025-03-15 20:00:00+00:00,2025-03-16 00:27:00+00:00,267,1,LHR,134,Economy,72.14,USD,5,A330-300,83,False,True,medium,shoulder,False,4.45,False,16.21,20,False,2.23,17,2025-03-15 00:00:00+00:00,108.18,52.96,92.59,0.0018,0.052,0.5,0.2805,0.4062
F031259,CX,Cathay Pacific,oneworld,CX1253,LHR,London,LAX,Los Angeles,2026-02-02 18:35:00+00:00,2026-02-03 06:12:00+00:00,697,0,,0,Economy,1039.55,USD,8,B737-800,90,False,False,low,winter_low,False,11.62,True,89.46,18,False,0.0,10,2026-02-02 00:00:00+00:00,1231.1,799.39,875.59,0.0562,0.1609,0.0,0.0,0.1875
F031260,CX,Cathay Pacific,oneworld,CX758,LHR,London,LAX,Los Angeles,2026-02-02 18:05:00+00:00,2026-02-03 05:42:00+00:00,697,0,,0,Business,2855.05,USD,4,A330-300,90,True,True,low,winter_low,False,11.62,True,245.7,18,False,0.0,10,2026-02-02 00:00:00+00:00,1231.1,799.39,875.59,0.1582,0.1609,0.0,0.0,0.1875
F031261,LH,Lufthansa,star,LH5868,LHR,London,LAX,Los Angeles,2026-02-02 20:05:00+00:00,2026-02-03 07:42:00+00:00,697,0,,0,Economy,748.94,USD,5,A330-300,91,True,False,low,winter_low,False,11.62,True,64.45,20,False,0.0,9,2026-02-02 00:00:00+00:00,1231.1,799.39,875.59,0.0399,0.1609,0.0,0.0,0.1562
F031262,EK,Emirates,none,EK7878;EK933,LHR,London,LAX,Los Angeles,2026-02-02 18:05:00+00:00,2026-02-03 09:35:00+00:00,930,1,FRA,103,Economy,705.73,USD,5,A321neo,86,True,False,low,winter_low,False,15.5,False,45.53,18,False,1.72,14,2026-02-02 00:00:00+00:00,1231.1,799.39,875.59,0.0374,0.22,0.5,0.2164,0.3125
F031263,QF,Qantas,oneworld,QF3286;QF6357,LHR,London,LAX,Los Angeles,2026-02-02 17:35:00+00:00,2026-02-03 21:36:00+00:00,1681,1,DXB,184,Business,2294.71,USD,9,B777-300ER,85,True,True,low,winter_low,False,28.02,False,81.9,17,False,3.07,15,2026-02-02 00:00:00+00:00,1231.1,799.39,875.59,0.1267,0.4103,0.5,0.3862,0.3438
F031264,QR,Qatar Airways,oneworld,QR1615;QR2607;QR4438,LHR,London,LAX,Los Angeles,2026-02-02 17:35:00+00:00,2026-02-04 06:47:00+00:00,2232,2,JFK;NRT,229,Economy,523.26,USD,4,B777-300ER,77,True,False,low,winter_low,False,37.2,False,14.07,17,False,3.82,23,2026-02-02 00:00:00+00:00,1231.1,799.39,875.59,0.0272,0.5499,1.0,0.4805,0.5938
F031265,QF,Qantas,oneworld,QF5512,DXB,Dubai,CDG,Paris,2026-02-11 10:05:00+00:00,2026-02-11 17:17:00+00:00,432,0,,0,Economy,569.51,USD,8,A380-800,90,True,True,low,winter_low,False,7.2,True,79.1,10,False,0.0,10,2026-02-11 00:00:00+00:00,801.74,636.93,527.71,0.0298,0.0938,0.0,0.0,0.1875
F031266,KE,Korean Air,skyteam,KE1622,DXB,Dubai,CDG,Paris,2026-02-11 10:05:00+00:00,2026-02-11 17:17:00+00:00,432,0,,0,Business,1844.24,USD,4,A380-800,92,True,True,low,winter_low,False,7.2,True,256.14,10,False,0.0,8,2026-02-11 00:00:00+00:00,801.74,636.93,527.71,0.1014,0.0938,0.0,0.0,0.125
F031267,SQ,Singapore Airlines,star,SQ4714,DXB,Dubai,CDG,Paris,2026-02-11 08:35:00+00:00,2026-02-11 15:47:00+00:00,432,0,,0,Economy,527.36,USD,8,B777-300ER,93,True,False,low,winter_low,False,7.2,True,73.24,8,False,0.0,7,2026-02-11 00:00:00+00:00,801.74,636.93,527.71,0.0274,0.0938,0.0,0.0,0.0938
F031268,UA,United Airlines,star,UA7081;UA4555,DXB,Dubai,CDG,Paris,2026-02-11 09:05:00+00:00,2026-02-12 09:54:00+00:00,1489,1,JFK,147,Business,1396.36,USD,7,B777-300ER,83,True,True,low,winter_low,False,24.82,False,56.26,9,False,2.45,17,2026-02-11 00:00:00+00:00,801.74,636.93,527.71,0.0762,0.3616,0.5,0.3082,0.4062
F031269,KE,Korean Air,skyteam,KE6578;KE638,DXB,Dubai,CDG,Paris,2026-02-11 10:05:00+00:00,2026-02-12 08:34:00+00:00,1349,1,HKG,107,Economy,372.6,USD,9,A350-900,83,False,False,low,winter_low,False,22.48,False,16.57,10,False,1.78,17,2026-02-11 00:00:00+00:00,801.74,636.93,527.71,0.0187,0.3262,0.5,0.2239,0.4062
F031270,NH,ANA,star,NH5888;NH3884,DXB,Dubai,CDG,Paris,2026-02-11 08:05:00+00:00,2026-02-11 17:53:00+00:00,588,1,FRA,112,Economy,468.61,USD,5,A350-900,89,True,True,low,winter_low,False,9.8,False,47.82,8,False,1.87,11,2026-02-11 00:00:00+00:00,801.74,636.93,527.71,0.0241,0.1333,0.5,0.2352,0.2188
F031271,TG,Thai Airways,star,TG5819,SIN,Singapore,ORD,Chicago,2025-05-25 10:25:00+00:00,2025-05-26 05:53:00+00:00,1168,0,,0,Economy,1383.3,USD,5,B737-800,87,False,False,medium,shoulder,False,19.47,True,71.05,10,False,0.0,13,2025-05-25 00:00:00+00:00,2307.29,1653.17,1761.76,0.0755,0.2803,0.0,0.0,0.2812
F031272,TK,Turkish Airlines,star,TK7458,SIN,Singapore,ORD,Chicago,2025-05-25 08:55:00+00:00,2025-05-26 04:23:00+00:00,1168,0,,0,Economy,1653.32,USD,5,B737-800,91,True,True,medium,shoulder,False,19.47,True,84.92,8,False,0.0,9,2025-05-25 00:00:00+00:00,2307.29,1653.17,1761.76,0.0907,0.2803,0.0,0.0,0.1562
F031273,CX,Cathay Pacific,oneworld,CX4292;CX4972,SIN,Singapore,ORD,Chicago,2025-05-25 10:55:00+00:00,2025-05-26 11:06:00+00:00,1451,1,HKG,240,Premium Economy,2447.89,USD,4,A380-800,85,True,False,medium,shoulder,False,24.18,False,101.24,10,False,4.0,15,2025-05-25 00:00:00+00:00,2307.29,1653.17,1761.76,0.1353,0.352,0.5,0.5031,0.3438
F031274,AI,Air India,star,AI6656;AI2119,SIN,Singapore,ORD,Chicago,2025-05-25 08:55:00+00:00,2025-05-26 08:29:00+00:00,1414,1,JFK,95,Economy,1071.26,USD,4,A321neo,86,True,False,medium,shoulder,False,23.57,False,45.45,8,False,1.58,14,2025-05-25 00:00:00+00:00,2307.29,1653.17,1761.76,0.058,0.3426,0.5,0.1987,0.3125
F031275,LH,Lufthansa,star,LH3767;LH1594;LH3383,BOM,Mumbai,MAA,Chennai,2025-03-07 15:10:00+00:00,2025-03-09 04:01:00+00:00,2211,2,NRT;CDG,254,Economy,89.21,USD,3,A380-800,75,False,False,medium,shoulder,False,36.85,False,2.42,15,False,4.23,25,2025-03-07 00:00:00+00:00,185.59,118.0,139.46,0.0028,0.5446,1.0,0.5321,0.6562
F031276,AI,Air India,star,AI2662;AI6557,BOM,Mumbai,MAA,Chennai,2025-03-07 14:40:00+00:00,2025-03-09 05:28:00+00:00,2328,1,SFO,192,First,437.13,USD,7,B777-300ER,79,True,True,medium,shoulder,False,38.8,False,11.27,14,False,3.2,21,2025-03-07 00:00:00+00:00,185.59,118.0,139.46,0.0223,0.5743,0.5,0.4025,0.5312
F031277,KE,Korean Air,skyteam,KE6544;KE5637,MEL,Melbourne,FCO,Rome,2025-08-11 00:45:00+00:00,2025-08-12 01:52:00+00:00,1507,1,SIN,222,First,6701.2,USD,7,A380-800,82,True,True,low,winter_low,False,25.12,False,266.77,0,True,3.7,18,2025-08-11 00:00:00+00:00,2081.53,1534.45,1546.0,0.3744,0.3662,0.5,0.4654,0.4375
F031278,NH,ANA,star,NH958;NH1743,MEL,Melbourne,FCO,Rome,2025-08-11 00:15:00+00:00,2025-08-12 00:28:00+00:00,1453,1,FRA,79,Economy,1167.43,USD,5,B767-300,83,False,False,low,winter_low,False,24.22,False,48.2,0,True,1.32,17,2025-08-11 00:00:00+00:00,2081.53,1534.45,1546.0,0.0634,0.3525,0.5,0.166,0.4062
F031279,NH,ANA,star,NH8507;NH9085;NH3075,MEL,Melbourne,FCO,Rome,2025-08-10 22:45:00+00:00,2025-08-12 22:05:00+00:00,2840,2,IST;HKG,326,Economy,974.69,USD,5,E190,82,True,False,low,winter_low,False,47.33,False,20.59,22,False,5.43,18,2025-08-10 00:00:00+00:00,2081.53,1534.45,1546.0,0.0526,0.704,1.0,0.683,0.4375
F031280,QR,Qatar Airways,oneworld,QR328;QR8305;QR748,MEL,Melbourne,FCO,Rome,2025-08-11 00:15:00+00:00,2025-08-12 08:53:00+00:00,1958,2,SIN;LHR,462,Economy,941.56,USD,7,B737-800,76,True,True,low,winter_low,False,32.63,False,28.86,0,True,7.7,24,2025-08-11 00:00:00+00:00,2081.53,1534.45,1546.0,0.0507,0.4805,1.0,0.9686,0.625
F031281,BA,British Airways,oneworld,BA3486;BA9311,GIG,Rio de Janeiro,SYD,Sydney,2026-03-13 10:15:00+00:00,2026-03-15 00:04:00+00:00,2269,1,ICN,206,Economy,949.14,USD,9,A321neo,78,False,False,medium,shoulder,False,37.82,False,25.1,10,False,3.43,22,2026-03-13 00:00:00+00:00,2164.33,1637.56,1497.43,0.0511,0.5593,0.5,0.4314,0.5625
F031282,KE,Korean Air,skyteam,KE9271;KE8682,GIG,Rio de Janeiro,SYD,Sydney,2026-03-13 10:45:00+00:00,2026-03-14 22:39:00+00:00,2154,1,IST,182,Economy,903.76,USD,9,B737-800,83,False,False,medium,shoulder,False,35.9,False,25.17,10,False,3.03,17,2026-03-13 00:00:00+00:00,2164.33,1637.56,1497.43,0.0486,0.5302,0.5,0.3811,0.4062
F031283,KL,KLM,skyteam,KL4607,BKK,Bangkok,MEL,Melbourne,2025-02-26 04:00:00+00:00,2025-02-26 13:49:00+00:00,589,0,,0,Economy,673.98,USD,4,B787-9,87,True,False,low,winter_low,False,9.82,True,68.63,4,True,0.0,13,2025-02-26 00:00:00+00:00,1190.23,1584.18,730.09,0.0356,0.1336,0.0,0.0,0.2812
F031284,QF,Qantas,oneworld,QF4309,BKK,Bangkok,MEL,Melbourne,2025-02-26 03:00:00+00:00,2025-02-26 12:49:00+00:00,589,0,,0,Economy,855.27,USD,5,B787-9,88,True,False,low,winter_low,False,9.82,True,87.09,3,True,0.0,12,2025-02-26 00:00:00+00:00,1190.23,1584.18,730.09,0.0458,0.1336,0.0,0.0,0.25
F031285,AA,American Airlines,oneworld,AA1352;AA5543,BKK,Bangkok,MEL,Melbourne,2025-02-26 05:00:00+00:00,2025-02-27 06:33:00+00:00,1533,1,DXB,213,Business,1626.02,USD,8,E190,79,True,True,low,winter_low,False,25.55,False,63.64,5,True,3.55,21,2025-02-26 00:00:00+00:00,1190.23,1584.18,730.09,0.0892,0.3728,0.5,0.4465,0.5312
F031286,DL,Delta,skyteam,DL9759;DL452,BKK,Bangkok,MEL,Melbourne,2025-02-26 02:30:00+00:00,2025-02-26 20:42:00+00:00,1092,1,ICN,96,Business,1863.07,USD,4,B777-300ER,81,True,True,low,winter_low,False,18.2,False,102.37,2,True,1.6,19,2025-02-26 00:00:00+00:00,1190.23,1584.18,730.09,0.1025,0.261,0.5,0.2013,0.4688
