flight_id,airline_code,airline_name,alliance,flight_numbers,origin,origin_city,destination,destination_city,departure_utc,arrival_utc,duration_minutes,stops,layover_airports,layover_minutes,cabin_class,price,currency,seats_available,aircraft_type,on_time_performance,baggage_included,refundable,demand_level,season,is_holiday_season
F018916,EK,Emirates,none,EK9131,AKL,Auckland,JFK,New York,2025-01-05T08:25:00Z,2025-01-06T02:51:00Z,1106,0,,0,Economy,2310.59,USD,3,A380-800,89,False,False,high,summer_peak,False
F018917,AI,Air India,star,AI4783;AI3850,AKL,Auckland,JFK,New York,2025-01-05T06:55:00Z,2025-01-06T03:28:00Z,1233,1,LAX,69,Economy,1268.93,USD,5,A321neo,80,False,False,high,summer_peak,False
F018918,UA,United Airlines,star,UA8202;UA1026,AKL,Auckland,JFK,New York,2025-01-05T07:25:00Z,2025-01-06T19:00:00Z,2135,1,DXB,165,Economy,1431.39,USD,3,A350-900,81,False,False,high,summer_peak,False
F018919,TK,Turkish Airlines,star,TK7459;TK9512,AKL,Auckland,JFK,New York,2025-01-05T08:55:00Z,2025-01-06T19:56:00Z,2101,1,DXB,131,Economy,1439.13,USD,6,A321neo,74,True,True,high,summer_peak,False
F018920,TK,Turkish Airlines,star,TK5868;TK9192,AKL,Auckland,JFK,New York,2025-01-05T08:55:00Z,2025-01-06T21:32:00Z,2197,1,IST,235,Economy,1320.57,USD,4,B787-9,81,False,False,high,summer_peak,False
F018921,QF,Qantas,oneworld,QF5002;QF7602;QF6862,PEK,Beijing,FCO,Rome,2025-12-24T18:20:00Z,2025-12-26T10:43:00Z,2423,2,SIN;JFK,303,Economy,928.77,USD,1,A321neo,74,True,True,peak,year_end_holidays,True
F018922,EK,Emirates,none,EK847;EK5638,PEK,Beijing,FCO,Rome,2025-12-24T18:50:00Z,2025-12-25T21:51:00Z,1621,1,JFK,204,Economy,1255.17,USD,1,A320neo,80,True,False,peak,year_end_holidays,True
F018923,JL,Japan Airlines,oneworld,JL6134,CDG,Paris,FRA,Frankfurt,2025-12-14T07:45:00Z,2025-12-14T08:58:00Z,73,0,,0,Economy,110.93,USD,7,B787-9,88,False,False,medium,shoulder,False
F018924,AI,Air India,star,AI9144,CDG,Paris,FRA,Frankfurt,2025-12-14T07:45:00Z,2025-12-14T08:58:00Z,73,0,,0,Premium Economy,126.69,USD,6,B767-300,86,True,False,medium,shoulder,False
F018925,JL,Japan Airlines,oneworld,JL3922,CDG,Paris,FRA,Frankfurt,2025-12-14T09:45:00Z,2025-12-14T10:58:00Z,73,0,,0,Business,232.2,USD,6,B777-300ER,96,True,True,medium,shoulder,False
F018926,JL,Japan Airlines,oneworld,JL7975,CDG,Paris,FRA,Frankfurt,2025-12-14T09:15:00Z,2025-12-14T10:28:00Z,73,0,,0,Economy,94.59,USD,3,A320neo,91,True,False,medium,shoulder,False
F018927,BA,British Airways,oneworld,BA3410;BA136;BA7925,CDG,Paris,FRA,Frankfurt,2025-12-14T09:15:00Z,2025-12-15T18:59:00Z,2024,2,NRT;HKG,268,Economy,64.11,USD,4,B787-9,75,False,True,medium,shoulder,False
F018928,DL,Delta,skyteam,DL7967;DL5919;DL4409,CDG,Paris,FRA,Frankfurt,2025-12-14T09:45:00Z,2025-12-15T09:00:00Z,1395,2,AMS;JFK,344,Economy,64.45,USD,8,A380-800,75,False,False,medium,shoulder,False
F018929,LH,Lufthansa,star,LH8646;LH9547;LH8170,CDG,Paris,FRA,Frankfurt,2025-12-14T07:15:00Z,2025-12-15T23:07:00Z,2392,2,ICN;SFO,236,Economy,59.8,USD,7,A350-900,72,False,False,medium,shoulder,False
F018930,UA,United Airlines,star,UA5632;UA7971,CDG,Paris,FRA,Frankfurt,2025-12-14T07:45:00Z,2025-12-15T08:42:00Z,1497,1,SFO,59,Economy,76.89,USD,4,A330-300,78,True,False,medium,shoulder,False
F018931,BA,British Airways,oneworld,BA2599;BA8806,LIS,Lisbon,BKK,Bangkok,2026-05-11T18:10:00Z,2026-05-12T11:57:00Z,1067,1,CDG,169,Premium Economy,1640.53,USD,5,A350-900,82,True,False,medium,shoulder,False
F018932,DL,Delta,skyteam,DL6145;DL3974,LIS,Lisbon,BKK,Bangkok,2026-05-11T16:10:00Z,2026-05-12T08:43:00Z,993,1,DXB,86,Business,2482.66,USD,7,B737-800,78,True,True,medium,shoulder,False
F018933,BA,British Airways,oneworld,BA1035;BA7510,LIS,Lisbon,BKK,Bangkok,2026-05-11T15:40:00Z,2026-05-12T10:42:00Z,1142,1,LHR,227,Economy,858.34,USD,6,A320neo,85,True,False,medium,shoulder,False
F018934,AF,Air France,skyteam,AF6603,SFO,San Francisco,DEL,Delhi,2025-02-22T00:30:00Z,2025-02-22T16:38:00Z,968,0,,0,Economy,1217.03,USD,6,B777-300ER,87,False,False,low,winter_low,False
F018935,NH,ANA,star,NH8476,SFO,San Francisco,DEL,Delhi,2025-02-21T23:00:00Z,2025-02-22T15:08:00Z,968,0,,0,Business,4692.18,USD,9,B787-9,94,True,True,low,winter_low,False
F018936,KE,Korean Air,skyteam,KE4291,SFO,San Francisco,DEL,Delhi,2025-02-21T23:00:00Z,2025-02-22T15:08:00Z,968,0,,0,Economy,1290.87,USD,9,A350-900,91,True,True,low,winter_low,False
F018937,LH,Lufthansa,star,LH666;LH4676,SFO,San Francisco,DEL,Delhi,2025-02-21T23:30:00Z,2025-02-22T22:50:00Z,1400,1,HKG,206,Economy,779.64,USD,8,B767-300,80,False,False,low,winter_low,False
F018938,BA,British Airways,oneworld,BA5087;BA9087,SFO,San Francisco,DEL,Delhi,2025-02-22T01:00:00Z,2025-02-22T23:59:00Z,1379,1,CDG,135,Premium Economy,1764.55,USD,6,A330-300,80,True,False,low,winter_low,False
F018939,BA,British Airways,oneworld,BA3753,HKG,Hong Kong,SIN,Singapore,2025-10-02T09:00:00Z,2025-10-02T12:52:00Z,232,0,,0,Economy,277.68,USD,8,A330-300,89,False,False,medium,shoulder,False
F018940,JL,Japan Airlines,oneworld,JL9294,HKG,Hong Kong,SIN,Singapore,2025-10-02T08:00:00Z,2025-10-02T11:52:00Z,232,0,,0,Economy,335.31,USD,8,A330-300,95,True,False,medium,shoulder,False
F018941,LH,Lufthansa,star,LH9174;LH5774;LH4960,HKG,Hong Kong,SIN,Singapore,2025-10-02T08:30:00Z,2025-10-03T17:26:00Z,1976,2,LHR;DXB,284,Premium Economy,320.85,USD,7,E190,73,True,True,medium,shoulder,False
F018942,TG,Thai Airways,star,TG7885;TG9464,HKG,Hong Kong,SIN,Singapore,2025-10-02T10:00:00Z,2025-10-03T12:48:00Z,1608,1,FRA,72,Economy,213.58,USD,4,B767-300,78,False,False,medium,shoulder,False
F018943,TK,Turkish Airlines,star,TK8524;TK4124,HKG,Hong Kong,SIN,Singapore,2025-10-02T09:30:00Z,2025-10-02T20:58:00Z,688,1,ICN,107,Economy,229.07,USD,8,B777-300ER,81,False,False,medium,shoulder,False
F018944,LH,Lufthansa,star,LH2943;LH2163,CPT,Cape Town,FCO,Rome,2025-10-06T16:15:00Z,2025-10-07T10:02:00Z,1067,1,FRA,212,Economy,642.94,USD,3,A330-300,81,True,False,medium,shoulder,False
F018945,BA,British Airways,oneworld,BA4075;BA2664;BA4277,CPT,Cape Town,FCO,Rome,2025-10-06T16:45:00Z,2025-10-08T10:42:00Z,2517,2,NRT;DOH,365,Economy,597.13,USD,7,B777-300ER,76,False,False,medium,shoulder,False
F018946,AA,American Airlines,oneworld,AA1559,DOH,Doha,SYD,Sydney,2025-12-28T17:25:00Z,2025-12-29T09:33:00Z,968,0,,0,Economy,2020.69,USD,1,A380-800,83,True,True,peak,year_end_holidays,True
F018947,EK,Emirates,none,EK4796,DOH,Doha,SYD,Sydney,2025-12-28T19:25:00Z,2025-12-29T11:33:00Z,968,0,,0,Business,7823.13,USD,4,B737-800,87,True,True,peak,year_end_holidays,True
F018948,AI,Air India,star,AI8588,DOH,Doha,SYD,Sydney,2025-12-28T17:55:00Z,2025-12-29T10:03:00Z,968,0,,0,Economy,2092.35,USD,4,B787-9,76,True,False,peak,year_end_holidays,True
F018949,JL,Japan Airlines,oneworld,JL6578;JL4971,DOH,Doha,SYD,Sydney,2025-12-28T17:25:00Z,2025-12-29T23:22:00Z,1797,1,FRA,136,Economy,1954.97,USD,4,E190,79,True,True,peak,year_end_holidays,True
F018950,AA,American Airlines,oneworld,AA7775;AA3767,DOH,Doha,SYD,Sydney,2025-12-28T17:55:00Z,2025-12-29T18:50:00Z,1495,1,NRT,206,Premium Economy,2986.78,USD,4,E190,77,True,False,peak,year_end_holidays,True
F018951,CX,Cathay Pacific,oneworld,CX9673;CX5852;CX6875,DOH,Doha,SYD,Sydney,2025-12-28T18:25:00Z,2025-12-30T09:31:00Z,2346,2,FRA;SFO,300,Economy,1384.68,USD,2,B737-800,76,True,False,peak,year_end_holidays,True
F018952,JL,Japan Airlines,oneworld,JL6366;JL2805,SYD,Sydney,ORD,Chicago,2025-11-11T19:00:00Z,2025-11-12T19:14:00Z,1454,1,JFK,85,Economy,1202.36,USD,6,B787-9,82,False,False,medium,shoulder,False
F018953,AA,American Airlines,oneworld,AA9527;AA4349;AA683,SYD,Sydney,ORD,Chicago,2025-11-11T18:00:00Z,2025-11-13T19:28:00Z,2968,2,JFK;IST,387,Economy,970.39,USD,6,A380-800,76,True,False,medium,shoulder,False
F018954,JL,Japan Airlines,oneworld,JL3496;JL4918,SYD,Sydney,ORD,Chicago,2025-11-11T20:00:00Z,2025-11-13T06:06:00Z,2046,1,CDG,197,Premium Economy,2540.13,USD,8,A380-800,82,True,False,medium,shoulder,False
F018955,SQ,Singapore Airlines,star,SQ1858;SQ2491,SYD,Sydney,ORD,Chicago,2025-11-11T18:00:00Z,2025-11-13T03:59:00Z,2039,1,CDG,190,Economy,1301.98,USD,3,A350-900,85,True,True,medium,shoulder,False
F018956,TK,Turkish Airlines,star,TK2791,DEL,Delhi,NRT,Tokyo,2025-07-18T07:05:00Z,2025-07-18T15:08:00Z,483,0,,0,Economy,874.95,USD,4,A320neo,88,False,True,high,summer_peak,False
F018957,QF,Qantas,oneworld,QF1990,DEL,Delhi,NRT,Tokyo,2025-07-18T05:35:00Z,2025-07-18T13:38:00Z,483,0,,0,Economy,1069.04,USD,6,B787-9,90,True,False,high,summer_peak,False
F018958,LH,Lufthansa,star,LH8723;LH6284;LH357,DEL,Delhi,NRT,Tokyo,2025-07-18T05:35:00Z,2025-07-19T02:53:00Z,1278,2,DOH;DXB,341,Premium Economy,1049.78,USD,6,B787-9,76,True,False,high,summer_peak,False
F018959,CX,Cathay Pacific,oneworld,CX3065;CX4691;CX6575,DEL,Delhi,NRT,Tokyo,2025-07-18T05:35:00Z,2025-07-19T11:36:00Z,1801,2,AMS;IST,368,Business,2282.52,USD,3,B737-800,80,True,True,high,summer_peak,False
F018960,DL,Delta,skyteam,DL249;DL8506,DEL,Delhi,NRT,Tokyo,2025-07-18T05:05:00Z,2025-07-18T16:27:00Z,682,1,HKG,100,Economy,662.74,USD,4,A350-900,77,False,False,high,summer_peak,False
F018961,AI,Air India,star,AI1491;AI5375,DEL,Delhi,NRT,Tokyo,2025-07-18T05:05:00Z,2025-07-19T05:33:00Z,1468,1,AMS,213,Economy,608.45,USD,2,B777-300ER,75,False,False,high,summer_peak,False
F018962,QR,Qatar Airways,oneworld,QR3485,ICN,Seoul,PVG,Shanghai,2026-05-14T19:35:00Z,2026-05-14T21:16:00Z,101,0,,0,Economy,158.9,USD,6,B737-800,91,False,False,medium,shoulder,False
F018963,KL,KLM,skyteam,KL763,ICN,Seoul,PVG,Shanghai,2026-05-14T20:05:00Z,2026-05-14T21:46:00Z,101,0,,0,Business,365.6,USD,6,A380-800,84,True,True,medium,shoulder,False
F018964,EK,Emirates,none,EK1370,ICN,Seoul,PVG,Shanghai,2026-05-14T19:35:00Z,2026-05-14T21:16:00Z,101,0,,0,Economy,155.29,USD,6,B737-800,89,True,False,medium,shoulder,False
F018965,QR,Qatar Airways,oneworld,QR4494;QR3398,ICN,Seoul,PVG,Shanghai,2026-05-14T19:35:00Z,2026-05-15T04:14:00Z,519,1,NRT,211,Economy,118.44,USD,7,A380-800,85,True,False,medium,shoulder,False
F018966,JL,Japan Airlines,oneworld,JL4901;JL5314,ICN,Seoul,PVG,Shanghai,2026-05-14T21:05:00Z,2026-05-16T02:57:00Z,1792,1,LAX,209,Economy,118.29,USD,9,B737-800,86,True,True,medium,shoulder,False
F018967,CX,Cathay Pacific,oneworld,CX2395,LAX,Los Angeles,SVO,Moscow,2025-09-06T00:35:00Z,2025-09-06T13:26:00Z,771,0,,0,Economy,1017.67,USD,9,B777-300ER,96,False,True,medium,shoulder,False
F018968,BA,British Airways,oneworld,BA7882,LAX,Los Angeles,SVO,Moscow,2025-09-06T01:05:00Z,2025-09-06T13:56:00Z,771,0,,0,Business,3417.15,USD,5,B787-9,91,True,True,medium,shoulder,False
F018969,QR,Qatar Airways,oneworld,QR3818,LAX,Los Angeles,SVO,Moscow,2025-09-06T01:35:00Z,2025-09-06T14:26:00Z,771,0,,0,Economy,1108.65,USD,8,B767-300,95,True,False,medium,shoulder,False
F018970,LH,Lufthansa,star,LH837;LH5621,LAX,Los Angeles,SVO,Moscow,2025-09-06T02:05:00Z,2025-09-07T01:33:00Z,1408,1,ICN,113,Business,2281.6,USD,9,B777-300ER,84,True,True,medium,shoulder,False
F018971,AA,American Airlines,oneworld,AA4537;AA5129,LAX,Los Angeles,SVO,Moscow,2025-09-06T00:35:00Z,2025-09-06T17:16:00Z,1001,1,CDG,55,Economy,753.78,USD,6,B787-9,80,True,False,medium,shoulder,False
F018972,TG,Thai Airways,star,TG9407,AMS,Amsterdam,BOM,Mumbai,2025-05-19T07:00:00Z,2025-05-19T16:14:00Z,554,0,,0,Economy,743.16,USD,6,A320neo,91,False,True,medium,shoulder,False
F018973,UA,United Airlines,star,UA167,AMS,Amsterdam,BOM,Mumbai,2025-05-19T08:00:00Z,2025-05-19T17:14:00Z,554,0,,0,Economy,651.42,USD,3,B767-300,86,True,False,medium,shoulder,False
F018974,TK,Turkish Airlines,star,TK7873;TK7730,AMS,Amsterdam,BOM,Mumbai,2025-05-19T08:30:00Z,2025-05-20T07:25:00Z,1375,1,SIN,213,Business,1729.08,USD,3,B777-300ER,83,True,True,medium,shoulder,False
F018975,LH,Lufthansa,star,LH4190;LH9611,AMS,Amsterdam,BOM,Mumbai,2025-05-19T08:00:00Z,2025-05-20T04:30:00Z,1230,1,HKG,135,Economy,549.4,USD,7,E190,86,True,False,medium,shoulder,False
F018976,KL,KLM,skyteam,KL3830;KL9125,AMS,Amsterdam,BOM,Mumbai,2025-05-19T07:00:00Z,2025-05-20T14:36:00Z,1896,1,LAX,96,Economy,546.21,USD,5,E190,82,True,True,medium,shoulder,False
F018977,AF,Air France,skyteam,AF4326;AF9264;AF6975,AMS,Amsterdam,BOM,Mumbai,2025-05-19T07:30:00Z,2025-05-21T00:32:00Z,2462,2,IST;LAX,305,Economy,504.55,USD,4,A321neo,78,False,False,medium,shoulder,False
F018978,KL,KLM,skyteam,KL5914,AKL,Auckland,AMS,Amsterdam,2026-01-03T06:40:00Z,2026-01-04T06:00:00Z,1400,0,,0,Economy,2990.27,USD,4,B737-800,80,True,False,peak,year_end_holidays,True
F018979,CX,Cathay Pacific,oneworld,CX4784,AKL,Auckland,AMS,Amsterdam,2026-01-03T06:40:00Z,2026-01-04T06:00:00Z,1400,0,,0,Economy,3873.92,USD,2,A330-300,87,True,True,peak,year_end_holidays,True
F018980,UA,United Airlines,star,UA6669;UA5127;UA8255,AKL,Auckland,AMS,Amsterdam,2026-01-03T08:10:00Z,2026-01-04T16:11:00Z,1921,2,DXB;IST,346,Economy,2011.5,USD,1,A320neo,70,False,False,peak,year_end_holidays,True
F018981,QF,Qantas,oneworld,QF594;QF3887,AKL,Auckland,AMS,Amsterdam,2026-01-03T07:40:00Z,2026-01-04T10:23:00Z,1603,1,CDG,104,First,14088.09,USD,2,A330-300,74,True,True,peak,year_end_holidays,True
F018982,SQ,Singapore Airlines,star,SQ5274;SQ8463,AKL,Auckland,AMS,Amsterdam,2026-01-03T08:10:00Z,2026-01-04T11:19:00Z,1629,1,SIN,131,Economy,2626.96,USD,1,B737-800,79,True,False,peak,year_end_holidays,True
F018983,NH,ANA,star,NH4136;NH5829,SYD,Sydney,GRU,Sao Paulo,2025-10-24T10:50:00Z,2025-10-26T00:51:00Z,2281,1,LHR,216,Economy,1244.4,USD,3,A320neo,89,True,False,medium,shoulder,False
F018984,KE,Korean Air,skyteam,KE8169;KE5687,SYD,Sydney,GRU,Sao Paulo,2025-10-24T11:50:00Z,2025-10-25T21:19:00Z,2009,1,JFK,155,Economy,1013.48,USD,5,B787-9,80,True,False,medium,shoulder,False
F018985,DL,Delta,skyteam,DL2732;DL7547,SYD,Sydney,GRU,Sao Paulo,2025-10-24T11:50:00Z,2025-10-25T23:00:00Z,2110,1,HKG,126,Economy,1003.54,USD,3,E190,81,True,False,medium,shoulder,False
F018986,QF,Qantas,oneworld,QF157;QF1376,SYD,Sydney,GRU,Sao Paulo,2025-10-24T10:20:00Z,2025-10-25T16:54:00Z,1834,1,SIN,83,Economy,988.97,USD,5,A380-800,84,True,False,medium,shoulder,False
F018987,TK,Turkish Airlines,star,TK1207;TK107,AKL,Auckland,BCN,Barcelona,2025-02-08T16:10:00Z,2025-02-09T20:07:00Z,1677,1,DXB,144,Economy,1846.81,USD,5,A330-300,76,False,False,high,summer_peak,False
F018988,AI,Air India,star,AI5070;AI1840,AKL,Auckland,BCN,Barcelona,2025-02-08T18:10:00Z,2025-02-09T22:21:00Z,1691,1,SIN,164,Economy,1944.92,USD,2,A380-800,77,True,False,high,summer_peak,False
F018989,DL,Delta,skyteam,DL1081;DL5225,AKL,Auckland,BCN,Barcelona,2025-02-08T16:10:00Z,2025-02-09T20:32:00Z,1702,1,NRT,177,Economy,1899.33,USD,2,B777-300ER,80,True,True,high,summer_peak,False
F018990,TG,Thai Airways,star,TG9331;TG110,AKL,Auckland,BCN,Barcelona,2025-02-08T15:40:00Z,2025-02-09T21:08:00Z,1768,1,DOH,234,Premium Economy,4069.53,USD,5,B777-300ER,77,True,False,high,summer_peak,False
F018991,AA,American Airlines,oneworld,AA9518,BKK,Bangkok,CDG,Paris,2026-03-18T20:00:00Z,2026-03-19T08:28:00Z,748,0,,0,Economy,913.65,USD,3,A330-300,89,True,True,medium,shoulder,False
F018992,UA,United Airlines,star,UA3347,BKK,Bangkok,CDG,Paris,2026-03-18T20:00:00Z,2026-03-19T08:28:00Z,748,0,,0,Premium Economy,1933.45,USD,5,B767-300,86,True,False,medium,shoulder,False
F018993,CX,Cathay Pacific,oneworld,CX7172,BKK,Bangkok,CDG,Paris,2026-03-18T19:00:00Z,2026-03-19T07:28:00Z,748,0,,0,Economy,1115.67,USD,8,A330-300,94,False,True,medium,shoulder,False
F018994,CX,Cathay Pacific,oneworld,CX5870;CX1410,BKK,Bangkok,CDG,Paris,2026-03-18T19:30:00Z,2026-03-19T09:59:00Z,869,1,AMS,70,Economy,856.68,USD,8,A350-900,87,False,False,medium,shoulder,False
F018995,AI,Air India,star,AI6477;AI6964,BKK,Bangkok,CDG,Paris,2026-03-18T19:30:00Z,2026-03-19T23:00:00Z,1650,1,JFK,87,Premium Economy,1274.75,USD,4,A320neo,78,True,False,medium,shoulder,False
F018996,KE,Korean Air,skyteam,KE4695;KE1565;KE7265,BKK,Bangkok,CDG,Paris,2026-03-18T19:30:00Z,2026-03-20T04:57:00Z,2007,2,DOH;HKG,302,Economy,648.67,USD,4,A320neo,80,True,False,medium,shoulder,False
F018997,QR,Qatar Airways,oneworld,QR6606;QR8514,BKK,Bangkok,CDG,Paris,2026-03-18T21:30:00Z,2026-03-20T06:11:00Z,1961,1,LAX,203,Economy,881.52,USD,8,B787-9,85,True,False,medium,shoulder,False
F018998,LH,Lufthansa,star,LH905,ICN,Seoul,KUL,Kuala Lumpur,2025-02-26T18:00:00Z,2025-02-27T00:25:00Z,385,0,,0,Business,1379.07,USD,5,A380-800,90,True,True,low,winter_low,False
F018999,NH,ANA,star,NH5832,ICN,Seoul,KUL,Kuala Lumpur,2025-02-26T18:00:00Z,2025-02-27T00:25:00Z,385,0,,0,Economy,568.1,USD,7,B787-9,93,True,False,low,winter_low,False
F019000,UA,United Airlines,star,UA2498;UA3204,ICN,Seoul,KUL,Kuala Lumpur,2025-02-26T16:00:00Z,2025-02-27T18:20:00Z,1580,1,AMS,92,Economy,367.59,USD,9,A321neo,86,False,True,low,winter_low,False
F019001,DL,Delta,skyteam,DL2795;DL3291;DL7180,ICN,Seoul,KUL,Kuala Lumpur,2025-02-26T16:00:00Z,2025-02-28T03:42:00Z,2142,2,NRT;SFO,290,Business,950.98,USD,5,A321neo,77,True,True,low,winter_low,False
F019002,SQ,Singapore Airlines,star,SQ2323;SQ1307,ICN,Seoul,KUL,Kuala Lumpur,2025-02-26T15:30:00Z,2025-02-28T03:07:00Z,2137,1,JFK,89,Premium Economy,681.24,USD,8,B777-300ER,86,True,False,low,winter_low,False
F019003,JL,Japan Airlines,oneworld,JL8068,SIN,Singapore,FRA,Frankfurt,2025-06-19T14:05:00Z,2025-06-20T03:35:00Z,810,0,,0,Economy,1818.18,USD,3,A321neo,89,False,False,high,summer_peak,False
F019004,QR,Qatar Airways,oneworld,QR1472,SIN,Singapore,FRA,Frankfurt,2025-06-19T14:05:00Z,2025-06-20T03:35:00Z,810,0,,0,Premium Economy,3330.12,USD,7,B777-300ER,91,True,False,high,summer_peak,False
F019005,BA,British Airways,oneworld,BA1976,SIN,Singapore,FRA,Frankfurt,2025-06-19T12:35:00Z,2025-06-20T02:05:00Z,810,0,,0,Economy,1342.63,USD,7,B777-300ER,87,True,False,high,summer_peak,False
F019006,SQ,Singapore Airlines,star,SQ2566;SQ6121,SIN,Singapore,FRA,Frankfurt,2025-06-19T13:05:00Z,2025-06-20T08:06:00Z,1141,1,HKG,183,Premium Economy,2375.07,USD,2,A330-300,81,True,True,high,summer_peak,False
F019007,LH,Lufthansa,star,LH6731;LH343;LH6795,SIN,Singapore,FRA,Frankfurt,2025-06-19T13:05:00Z,2025-06-20T11:09:00Z,1324,2,HKG;ICN,217,Economy,1022.83,USD,5,B777-300ER,74,False,True,high,summer_peak,False
F019008,CX,Cathay Pacific,oneworld,CX2886;CX975,SIN,Singapore,FRA,Frankfurt,2025-06-19T12:05:00Z,2025-06-20T06:12:00Z,1087,1,IST,220,Business,4079.28,USD,5,A350-900,78,True,True,high,summer_peak,False
F019009,AA,American Airlines,oneworld,AA1678,BCN,Barcelona,KUL,Kuala Lumpur,2026-02-22T23:25:00Z,2026-02-23T13:20:00Z,835,0,,0,Economy,1017.17,USD,9,A380-800,90,True,False,low,winter_low,False
F019010,KE,Korean Air,skyteam,KE9720,BCN,Barcelona,KUL,Kuala Lumpur,2026-02-22T23:25:00Z,2026-02-23T13:20:00Z,835,0,,0,Business,3519.83,USD,7,E190,84,True,True,low,winter_low,False
F019011,BA,British Airways,oneworld,BA2543,BCN,Barcelona,KUL,Kuala Lumpur,2026-02-23T00:25:00Z,2026-02-23T14:20:00Z,835,0,,0,Economy,907.61,USD,5,B777-300ER,91,True,True,low,winter_low,False
F019012,AF,Air France,skyteam,AF1460;AF5085,BCN,Barcelona,KUL,Kuala Lumpur,2026-02-22T22:25:00Z,2026-02-23T21:10:00Z,1365,1,ICN,221,Economy,820.15,USD,6,A320neo,85,False,True,low,winter_low,False
F019013,NH,ANA,star,NH143;NH376,BCN,Barcelona,KUL,Kuala Lumpur,2026-02-22T22:25:00Z,2026-02-24T06:48:00Z,1943,1,LAX,76,Economy,743.69,USD,7,B767-300,84,True,True,low,winter_low,False
F019014,DL,Delta,skyteam,DL8533;DL2953,AKL,Auckland,BCN,Barcelona,2026-03-22T22:30:00Z,2026-03-24T02:39:00Z,1689,1,ICN,166,Business,4887.67,USD,6,B767-300,79,True,True,medium,shoulder,False
F019015,JL,Japan Airlines,oneworld,JL4354;JL2088,AKL,Auckland,BCN,Barcelona,2026-03-22T21:30:00Z,2026-03-24T02:01:00Z,1711,1,SIN,184,Business,4972.25,USD,3,A350-900,89,True,True,medium,shoulder,False
F019016,LH,Lufthansa,star,LH4423;LH4414;LH8331,AKL,Auckland,BCN,Barcelona,2026-03-22T23:00:00Z,2026-03-24T07:35:00Z,1955,2,DXB;DOH,378,Economy,1213.72,USD,8,A350-900,74,True,False,medium,shoulder,False
F019017,AA,American Airlines,oneworld,AA9911;AA3052;AA5096,AKL,Auckland,BCN,Barcelona,2026-03-22T23:30:00Z,2026-03-24T05:35:00Z,1805,2,FRA;LHR,187,Economy,1081.64,USD,9,B767-300,78,False,False,medium,shoulder,False
F019018,KE,Korean Air,skyteam,KE9828;KE2229,KUL,Kuala Lumpur,DPS,Bali,2025-09-22T17:15:00Z,2025-09-24T01:36:00Z,1941,1,FRA,217,Premium Economy,341.24,USD,4,A350-900,86,True,True,medium,shoulder,False
F019019,JL,Japan Airlines,oneworld,JL7451;JL1086,KUL,Kuala Lumpur,DPS,Bali,2025-09-22T19:45:00Z,2025-09-23T11:15:00Z,930,1,ICN,110,Economy,215.57,USD,8,B787-9,83,True,False,medium,shoulder,False
F019020,JL,Japan Airlines,oneworld,JL2954,DXB,Dubai,LAX,Los Angeles,2026-02-21T19:15:00Z,2026-02-22T12:40:00Z,1045,0,,0,Economy,1450.29,USD,5,A330-300,90,False,False,low,winter_low,False
F019021,CX,Cathay Pacific,oneworld,CX7831,DXB,Dubai,LAX,Los Angeles,2026-02-21T20:15:00Z,2026-02-22T13:40:00Z,1045,0,,0,Business,5458.67,USD,8,B767-300,89,True,True,low,winter_low,False
F019022,NH,ANA,star,NH3396,DXB,Dubai,LAX,Los Angeles,2026-02-21T20:45:00Z,2026-02-22T14:10:00Z,1045,0,,0,Economy,1296.81,USD,6,A350-900,92,False,False,low,winter_low,False
F019023,JL,Japan Airlines,oneworld,JL6947;JL1339,DXB,Dubai,LAX,Los Angeles,2026-02-21T18:45:00Z,2026-02-22T16:08:00Z,1283,1,LHR,134,Business,3752.47,USD,5,B777-300ER,84,True,True,low,winter_low,False
F019024,EK,Emirates,none,EK2513;EK3622,DXB,Dubai,LAX,Los Angeles,2026-02-21T20:15:00Z,2026-02-23T00:47:00Z,1712,1,SIN,137,Economy,1066.04,USD,6,A380-800,89,True,False,low,winter_low,False
F019025,NH,ANA,star,NH5857;NH9055;NH6415,DXB,Dubai,LAX,Los Angeles,2026-02-21T18:45:00Z,2026-02-23T21:18:00Z,3033,2,SFO;IST,305,Economy,842.98,USD,6,A350-900,80,False,False,low,winter_low,False
F019026,BA,British Airways,oneworld,BA8338,DOH,Doha,NRT,Tokyo,2026-05-27T16:15:00Z,2026-05-28T03:17:00Z,662,0,,0,Economy,897.73,USD,5,A350-900,88,True,False,medium,shoulder,False
F019027,UA,United Airlines,star,UA1180,DOH,Doha,NRT,Tokyo,2026-05-27T15:45:00Z,2026-05-28T02:47:00Z,662,0,,0,Economy,925.92,USD,6,A330-300,90,False,False,medium,shoulder,False
F019028,EK,Emirates,none,EK177;EK4967,DOH,Doha,NRT,Tokyo,2026-05-27T15:45:00Z,2026-05-28T23:45:00Z,1920,1,JFK,221,Economy,749.25,USD,6,A380-800,87,False,False,medium,shoulder,False
F019029,KL,KLM,skyteam,KL2008;KL8195;KL9967,DOH,Doha,NRT,Tokyo,2026-05-27T15:45:00Z,2026-05-28T14:59:00Z,1394,2,HKG;SIN,210,Economy,532.44,USD,7,B787-9,80,False,True,medium,shoulder,False
